Column1;Column2;Column3;Column4
ताकेर;2;;remove
बढिरहेछन्;2;;remove
निशानाको;2;;remove
लात्तीमा;2;;remove
पछारिन;2;;remove
घोप्टो;2;;remove
सर्टमा;2;;remove
तुर्लुङ्ग;2;;remove
गोल;2;;remove
खेले;2;;remove
बज्रन्छ;2;;remove
भाग्न;2;;remove
क्याप्टेन;2;;remove
बानियाँ;2;;remove
गनगन;2;;remove
गरिरहेथे;2;;remove
कुटाई;2;;remove
उठाएर;2;;remove
शानका;2;;remove
लमक्कलमक्क;2;;remove
पस्दै;2;;remove
जिते;2;;remove
छेदन;2;;remove
दिउँसोको;2;;remove
जाँचको;2;;remove
टिप्छु;2;;remove
सोच्दै;2;;remove
सुस्तरी;2;;remove
लम्कन्छु;2;;remove
ओतबाट;2;;remove
लम्किरहेका;2;;remove
बतास;2;;remove
नागासाकीहरू;2;;remove
प्राय;2;;remove
हतियार;2;;remove
यती;2;;remove
अनिँदो;2;;remove
अंक;2;;remove
एकछिन;2;;remove
विद्यार्थीहरु;2;;remove
छरपष्ट;2;;remove
दौँडदा;2;;remove
दुश्मनको;2;;remove
टाढै;2;;remove
निद्राको;2;;remove
चली;2;;remove
जसै;2;;remove
फेर्;2;;remove
बग्छिन्;2;;remove
वारी;2;;remove
सुन्दर्;2;;remove
बाग;2;;remove
लाग्दो;2;;remove
भरै;2;;remove
आँप;2;;remove
आनन्दताले;2;;remove
सोचिरहेको;2;;remove
टेबलको;2;;remove
जिन्दगीमा;2;;remove
स्वाभिमानको;2;;remove
गएँ;2;;remove
मानो;2;;remove
टुसायो;2;;remove
शरणार्थीदै;2;;remove
सागरसम्म;2;;remove
दमाईको;2;;remove
पितृ;2;;remove
आफन्तहरू;2;;remove
टोलमा;2;;remove
जना;2;;remove
सिकेको;2;;remove
छोरोले;2;;remove
मौसम;2;;remove
मुर्छित;2;;remove
डरमा;2;;remove
रगतलाई;2;;remove
गावैँ;2;;remove
पड्कँदा;2;;remove
डराईडराई;2;;remove
मनाइ;2;;remove
नेपालबाट;2;;remove
मातृभूमिलाई;2;;remove
चिनाऊँ;2;;remove
मगमग;2;;remove
कुसुमित;2;;remove
थाल्छन्;2;;remove
असीमित;2;;remove
आकाशलाई;2;;remove
कोइलीको;2;;remove
घरक्क;2;;remove
अँधेरी;2;;remove
प्रतीक्षा;2;;remove
हावासँगै;2;;remove
भिन्नभिन्न;2;;remove
स्थापित;2;;remove
फिटे;2;;remove
नौ;2;;remove
लाग्दैनथ्यो;2;;remove
बिघ्न;2;;remove
त्यहाँका;2;;remove
बढाउँछ;2;;remove
शब्दलाई;2;;remove
गरिदियौ;2;;remove
परिचयपत्र;2;;remove
नेपाललाई;2;;remove
पाउँछन्;2;;remove
मान्छेहरूको;1;;remove
ठेलमठेल;1;;remove
अजङ्गका;1;;remove
आलयहरूले;1;;remove
घना;1;;remove
झरनाहरू;1;;remove
असारमा;1;;remove
बर्सात;1;;remove
किसानहरू;1;;remove
खेतबारीहरू;1;;remove
गाईगोरुहरू;1;;remove
रोप्दैनन्;1;;remove
घन्किँदैन;1;;remove
दुर्गा;1;;remove
आँगननेर;1;;remove
सयपत्रीमखमली;1;;remove
देउसे;1;;remove
भैलेको;1;;remove
खल्लो;1;;remove
मारुनी;1;;remove
नाचको;1;;remove
हाहाहा;1;;remove
मुटुबाट;1;;remove
रङबाट;1;;remove
भाषाबाट;1;;remove
धर्मबाट;1;;remove
पहिरनबाट;1;;remove
राष्ट्रियताबाट;1;;remove
पहिचानबाट;1;;remove
बोल्दा;1;;remove
परपरै;1;;remove
कुनी;1;;remove
खोल्दा;1;;remove
राखेरयान्त्रिक्;1;;remove
ध्वनि;1;;remove
चिन्तन;1;;remove
बाँडी;1;;remove
सेयर्;1;;remove
योगा;1;;remove
भाइबहिनी;1;;remove
पढी;1;;remove
हाल्दा;1;;remove
ठिकै;1;;remove
डुब्ने;1;;remove
झुप्रोमा;1;;remove
किनेर;1;;remove
मसिनो;1;;remove
किनी;1;;remove
झटपटी;1;;remove
होटेलमा;1;;remove
भात;1;;remove
लिटो;1;;remove
चढाउनु;1;;remove
अघीहाल्ने;1;;remove
फेस्बूकभोआधा;1;;remove
घण्ट;1;;remove
नभै;1;;remove
अलिबेर्;1;;remove
किने;1;;remove
पसलमा;1;;remove
तिरेछन्;1;;remove
खिची;1;;remove
बताउँछ;1;;remove
फेरेर;1;;remove
खन्न;1;;remove
दिनुपरे;1;;remove
बाथ्रुममा;1;;remove
पिँडी;1;;remove
भुली;1;;remove
हात्मा;1;;remove
बिडी;1;;remove
कोट्याइ;1;;remove
रातीमा;1;;remove
नेपालीहरुले;1;;remove
बहुतै;1;;remove
खिचेका;1;;remove
भेट्दा;1;;remove
टावर;1;;remove
हाल्दिए;1;;remove
खोजेर;1;;remove
मोटरमा;1;;remove
गुडेसब;1;;remove
जनाहेर्ने;1;;remove
सुतेर;1;;remove
बसने;1;;remove
नदेख्नेहरू;1;;remove
गाँडो;1;;remove
फेस्बुकमा;1;;remove
पकाउँछ;1;;remove
ठिटी;1;;remove
कस्को;1;;remove
लोकै;1;;remove
तर्छु;1;;remove
बडा;1;;remove
गजबको;1;;remove
मर्नु;1;;remove
अगी;1;;remove
मातृवात्सल्यबाट;1;;remove
आइपुग्दा;1;;remove
प्राप्त;1;;remove
छुटाएर;1;;remove
लगेपछि;1;;remove
खजुरा;1;;remove
बिच्छीहरू;1;;remove
सर्पहरू;1;;remove
टोक्न;1;;remove
बलिन्द्र;1;;remove
असित;1;;remove
पाउनेछौँ;1;;remove
रातपछि;1;;remove
कुरिरहेको;1;;remove
पढिसकेपछि;1;;remove
पत्रको;1;;remove
मेटियो;1;;remove
आमाकोपत्र;1;;remove
आआफ्नू;1;;remove
घमण्डले;1;;remove
तोडियो;1;;remove
पाटो;1;;remove
रोज्यौ;1;;remove
भेट्यौ;1;;remove
अर्की;1;;remove
मनलागि;1;;remove
दिनसँगै;1;;remove
बित्यो;1;;remove
फैलायो;1;;remove
बनिन;1;;remove
दोस्रो;1;;remove
बनेँ;1;;remove
दोस्री;1;;remove
बन्यौ;1;;remove
आआफ्ना;1;;remove
कोरल्न;1;;remove
थाल्यौं;1;;remove
निमग्न;1;;remove
मनायौं;1;;remove
भोकैतिर्खै;1;;remove
चुक्यौ;1;;remove
चुकेँ;1;;remove
नियतिमाथि;1;;remove
थोपर्दै;1;;remove
मसी;1;;remove
पुछेपछि;1;;remove
खुले;1;;remove
ढोकाहरू;1;;remove
रोकिएछन्;1;;remove
सन्तानहरूका;1;;remove
प्रगतिका;1;;remove
जितेँ;1;;remove
जित्यौ;1;;remove
फुके;1;;remove
अफ्ठ्याराहरू;1;;remove
निर्दोषीहरूका;1;;remove
चहानाहरू;1;;remove
निमोठिएछन्;1;;remove
कलकलाँउदा;1;;remove
मुनाहरू;1;;remove
भाँची;1;;remove
मनमस्तिष्कहरू;1;;remove
जलढका;1;;remove
धनसिरि;1;;remove
तथा;1;;remove
सीमाना;1;;remove
भनिने;1;;remove
मुनिका;1;;remove
त्यँहा;1;;remove
दक्छिणमा;1;;remove
सिमा;1;;remove
समतल्;1;;remove
आसाम;1;;remove
बङ्गालको;1;;remove
बीचको;1;;remove
रमणीय;1;;remove
भुटान;1;;remove
झांगिला;1;;remove
सुशोभित;1;;remove
पाखाहरु;1;;remove
मूलहरुका;1;;remove
खोल्सी;1;;remove
भन्ज्याङहरु;1;;remove
झुल्कन्छन्;1;;remove
हिमशैल;1;;remove
छोई;1;;remove
प्रभा;1;;remove
वायू;1;;remove
स्निग्ध;1;;remove
सितको;1;;remove
कुर्र;1;;remove
प्रहरको;1;;remove
निधो;1;;remove
प्रातकाल;1;;remove
सबदिन्;1;;remove
डाक्दथ्यो;1;;remove
गाउँथिन्;1;;remove
यदा;1;;remove
कदा;1;;remove
बिरहको;1;;remove
चरी;1;;remove
सुन्दरी;1;;remove
कोयलिको;1;;remove
कुहू;1;;remove
सुनिरहूँ;1;;remove
भर्भर;1;;remove
संकेत;1;;remove
बुझ्दथेँ;1;;remove
पाहुनाहरु;1;;remove
स्वरुपमा;1;;remove
आँउछन्;1;;remove
कुर्दथेँ;1;;remove
कागले;1;;remove
बोल;1;;remove
तुल्बुल;1;;remove
आकुल;1;;remove
असारको;1;;remove
मेरिबरदो;1;;remove
मङसीरको;1;;remove
भैलि;1;;remove
तिहारको;1;;remove
बालन;1;;remove
संगिनिको;1;;remove
स्वत;1;;remove
पनको;1;;remove
माधूर्य;1;;remove
जातित्वको;1;;remove
रम्थेँ;1;;remove
सुरिला;1;;remove
लवाजहरुमा;1;;remove
टुङना;1;;remove
नौमति;1;;remove
डम्फु;1;;remove
लोकलयका;1;;remove
झ्याली;1;;remove
च्याब्रुङ;1;;remove
बिनायोहरु;1;;remove
बज्थे;1;;remove
गाँउ;1;;remove
पर्व;1;;remove
लालीत्य;1;;remove
झल्काउने;1;;remove
वादन;1;;remove
सुन्नु;1;;remove
कँहा;1;;remove
माना;1;;remove
पाथि;1;;remove
स्वकीयपनको;1;;remove
नाप;1;;remove
तौलका;1;;remove
माध्यम;1;;remove
जाँतो;1;;remove
ढीकि;1;;remove
कोल;1;;remove
घट्ट;1;;remove
पीसौनिका;1;;remove
साधन;1;;remove
बिछ्यौनाहरु;1;;remove
राडि;1;;remove
गुन्द्रि;1;;remove
गजरा;1;;remove
पाँउने;1;;remove
बेगार;1;;remove
बेठि;1;;remove
तिरेर;1;;remove
खजना;1;;remove
रिझाउँदथे;1;;remove
देउता;1;;remove
बुझाउँदथे;1;;remove
देउरालीहरुमा;1;;remove
धजा;1;;remove
पतका;1;;remove
पाती;1;;remove
चढाउँदथे;1;;remove
पौवापाटि;1;;remove
देविथानहरु;1;;remove
उन्नतशील;1;;remove
विश्वभरमा;1;;remove
बढोस;1;;remove
ध्येय;1;;remove
तन्मय;1;;remove
लाँए;1;;remove
यत्नले;1;;remove
बुटा;1;;remove
सुमन;1;;remove
मनोरम;1;;remove
नगरमा;1;;remove
भिन्नै;1;;remove
रीति;1;;remove
रिवाज;1;;remove
मान्य;1;;remove
नीतिले;1;;remove
उखेलिन;1;;remove
डिल्लीराम;1;;remove
तिमिल्सिनाको;1;;remove
शैलीमा;1;;remove
उल्लेख;1;;remove
स्वर्गस्थान;1;;remove
ध्रुवसत्य;1;;remove
हामीमाथि;1;;remove
विश्वमानवहरू;1;;remove
आजकालागि;1;;remove
प्रयास;1;;remove
भूगोलभित्र;1;;remove
भूगोलहीन;1;;remove
सम्भावना;1;;remove
ग्रन्थ;1;;remove
सद्भावनाको;1;;remove
जिउनु;1;;remove
शान्तिकालागि;1;;remove
हिंसारहित;1;;remove
चारसुर;1;;remove
किल्लाबाट;1;;remove
मानवअस्थिपञ्जरमा;1;;remove
शान्तिका;1;;remove
नमः;1;;remove
शिवायः;1;;remove
गराऊँ;1;;remove
मानवहरू;1;;remove
हिंसा;1;;remove
अहिंसाको;1;;remove
मार्गमा;1;;remove
महामानव;1;;remove
दुखीसुखी;1;;remove
महामारी;1;;remove
